33,"Grants a 10% chance that after each damage over time tick inflicted by <hex:024804F201F403><hex:024904F201F503>Thunder<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>Thunder III<hex:0249020103><hex:0248020103> (3% for <hex:024804F201F403><hex:024904F201F503>Thunder II<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>Thunder IV<hex:0249020103><hex:0248020103>), the next <hex:024804F201F403><hex:024904F201F503>Thunder<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Thunder II<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Thunder III<hex:0249020103><hex:0248020103>, or <hex:024804F201F403><hex:024904F201F503>Thunder IV<hex:0249020103><hex:0248020103> will add its full damage over time amount to its initial damage, have no cast time, and cost no MP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103>40s"
34,"Automatically activates <hex:024804F201FA03><hex:024904F201FB03>Triangulate<hex:0249020103><hex:0248020103> upon changing your class to botanist."
35,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 30."
36,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 40."
37,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 50."
38,"Automatically activates <hex:024804F201FA03><hex:024904F201FB03>Prospect<hex:0249020103><hex:0248020103> upon changing your class to miner."
39,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 30."
40,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 40."
41,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 50."
42,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving gathering rate when conditions are met."
43,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, increasing gathering attempts when conditions are met."
44,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving yield when conditions are met."
45,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving yield when conditions are met."
46,"<hex:024804F201F403><hex:024904F201F503>The Twelve's Bounty<hex:0249020103><hex:0248020103> now extends to crystals."
47,"<hex:024804F201F403><hex:024904F201F503>The Twelve's Bounty<hex:0249020103><hex:0248020103> now extends to clusters."
48,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving gathering rate when conditions are met."
49,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, increasing gathering attempts when conditions are met."
50,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving yield when conditions are met."
51,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving yield when conditions are met."
52,"<hex:024804F201F403><hex:024904F201F503>The Twelve's Bounty<hex:0249020103><hex:0248020103> now extends to crystals."
53,"<hex:024804F201F403><hex:024904F201F503>The Twelve's Bounty<hex:0249020103><hex:0248020103> now extends to clusters."
54,"Allows you to cast your fishing line into the desert sands."
55,"Allows you to cast your line into the clouds."
56,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 30."
57,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 40."
58,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 50."
59,"Allows you to discern the location of fishing holes at or below your level."
60,"Allows you to discern the location of fishing holes up to level 35."
61,"Allows you to discern the location of fishing holes up to level 50."
62,"Allows you to mooch with a mooched fish."
63,"Allows the stacking of one <hex:024804F201FA03><hex:024904F201FB03>Aetherflow<hex:0249020103><hex:0248020103>."
64,"Increases intelligence by 8."
65,"Increases intelligence by 16."
66,"Increases base action damage and HP restoration by 10%. Also increases base damage and HP restoration of your pet by 10%."
67,"Allows the stacking of up to two <hex:024804F201FA03><hex:024904F201FB03>Aetherflows<hex:0249020103><hex:0248020103>."
68,"Increases intelligence by 24."
69,"Increases base action damage and HP restoration by 30%. Also increases base damage and HP restoration of your pet by 30%."
70,"Allows the stacking of up to three <hex:024804F201FA03><hex:024904F201FB03>Aetherflows<hex:0249020103><hex:0248020103>."
71,"Increases companion strength by 5%."
72,"Increases companion HP by 10%."
73,"Increases companion accuracy by 5%."
74,"Increases companion critical hit by 15%."
75,"Increases companion strength by 5%."
76,"Increases companion HP by 10%."
77,"Increases companion strength by 5%."
78,"Increases companion HP by 5%."
79,"Increases companion accuracy by 5%."
80,"Increases companion critical hit by 15%."
81,"Increases companion strength by 10%."
82,"Increases companion attack speed by 10%."
83,"Increases companion mind by 10%."
84,"Increases companion HP by 5%."
85,"Increases companion accuracy by 5%."
86,"Increases companion critical hit by 15%."
87,"Increases companion mind by 15%."
88,"Increases companion HP by 5%."
89,"Increases dexterity by 8."
90,"Reduces damage taken when falling."
91,"Increases dexterity by 16."
92,"Increases dexterity by 24."
93,"Increases movement speed."
94,"Occasionally increases yield for certain items, including crystals."
95,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, further improving chances of enhanced gathering when conditions are met."
96,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 54."
97,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 57."
98,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 60."
99,"Occasionally increases yield for certain items, including crystals."
100,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, further improving chances of enhanced gathering when conditions are met."
101,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 54."
102,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 57."
103,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 60."
104,"Allows you to discern the location of fishing holes up to level 55."
105,"Allows you to discern the location of fishing holes up to level 60."
106,"Allows you to cast your line from floating islands."
107,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 54."
108,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 57."
109,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 60."
110,"Allows you to cast your line into magma."
111,"Allows you to cast your line into aetherochemical pools."
112,"Increases vitality by 8."
113,"Increases vitality by 16."
114,"Increases vitality by 24."
115,"Increases dexterity by 8."
116,"Increases dexterity by 16."
117,"Increases base action damage and autoturret damage by 10%."
118,"Increases dexterity by 24."
119,"Increases base action damage and autoturret damage by 20%."
120,"Increases mind by 8."
121,"Increases mind by 16."
122,"Increases base action damage and HP restoration by 10%."
123,"Increases mind by 24."
124,"Grants a 15% chance that your next <hex:024804F201F403><hex:024904F201F503>Benefic II<hex:0249020103><hex:0248020103> will restore critical HP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration:<hex:0249020103><hex:0248020103> 15s"
125,"Increases base action damage and HP restoration by 30%."
126,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 64."
127,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 67."
128,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 70."
129,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 64."
130,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 67."
131,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 70."
132,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 64."
133,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 67."
134,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 70."
135,"Allows you to cast your line into salt lakes."
136,"Allows you to discern the location of fishing holes up to level 65."
137,"Allows you to discern the location of fishing holes up to level 70."
138,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
139,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
140,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
141,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
142,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
143,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
144,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
145,"Slightly increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>."
146,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
147,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
148,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
149,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
150,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
151,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
152,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
153,"May increase maximum CP on the second step of synthesis. Increase guaranteed when a <hex:024804F201FA03><hex:024904F201FB03>specialist<hex:0249020103><hex:0248020103>."
154,"Automatically activates <hex:024804F201FA03><hex:024904F201FB03>Fathom<hex:0249020103><hex:0248020103> upon changing your class to fisher."
155,"Allows you to better identify the characteristics of teeming waters."
156,"Reduces damage received from a covered player by 20%."
157,"Reduces <hex:024804F201F403><hex:024904F201F503>Infuriate<hex:0249020103><hex:0248020103> recast time by 5 seconds upon landing <hex:024804F201F403><hex:024904F201F503>Inner Beast<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Steel Cyclone<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Fell Cleave<hex:0249020103><hex:0248020103>, or <hex:024804F201F403><hex:024904F201F503>Decimate<hex:0249020103><hex:0248020103> on most targets."
158,"Allows for <hex:024804F201F403><hex:024904F201F503>Blood Gauge<hex:0249020103><hex:0248020103> accumulation upon the landing of certain actions."
159,"Allows for <hex:024804F201F403><hex:024904F201F503>Blood Gauge<hex:0249020103><hex:0248020103> accumulation upon the landing of any weaponskill or spell while under the effect of <hex:024804F201FA03><hex:024904F201FB03>Blood Weapon<hex:0249020103><hex:0248020103>."
160,"Grants an 80% chance that a chakra will open upon dealing critical damage with a weaponskill."
161,"Allows the accumulation of charges for consecutive uses of <hex:024804F201F403><hex:024904F201F503>Shoulder Tackle<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Maximum Charges: <hex:0249020103><hex:0248020103>2"
162,"Allows for immediate execution of <hex:024804F201F403><hex:024904F201F503>Wheeling Thrust<hex:0249020103><hex:0248020103> after landing <hex:024804F201F403><hex:024904F201F503>Fang and Claw<hex:0249020103><hex:0248020103>, or <hex:024804F201F403><hex:024904F201F503>Fang and Claw<hex:0249020103><hex:0248020103> after landing <hex:024804F201F403><hex:024904F201F503>Wheeling Thrust<hex:0249020103><hex:0248020103>, increasing potency by 100."
163,"Allows for the strengthening of the gaze of the first brood upon successfully landing <hex:024804F201F403><hex:024904F201F503>Mirage Dive<hex:0249020103><hex:0248020103>. When the gaze is its strongest (2 units), <hex:024804F201F403><hex:024904F201F503>Geirskogul<hex:0249020103><hex:0248020103> will grant you the <hex:024804F201FA03><hex:024904F201FB03>Life of the Dragon<hex:0249020103><hex:0248020103> status. While under the effect of <hex:024804F201FA03><hex:024904F201FB03>Life of the Dragon<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Geirskogul<hex:0249020103><hex:0248020103> will change to <hex:024804F201F403><hex:024904F201F503>Nastrond<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103>20s"
164,"Increases physical damage dealt via actions by 5%."
165,"Increases <hex:024804F201F403><hex:024904F201F503>Ninki Gauge<hex:0249020103><hex:0248020103> by 5 upon successfully landing certain weaponskills or completing certain combos."
166,"Resets the recast timer for <hex:024804F201F403><hex:024904F201F503>Shukuchi<hex:0249020103><hex:0248020103> upon executing <hex:024804F201F403><hex:024904F201F503>Katon<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Raiton<hex:0249020103><hex:0248020103>, or <hex:024804F201F403><hex:024904F201F503>Hyoton<hex:0249020103><hex:0248020103> on most targets."
167,"Increases <hex:024804F201F403><hex:024904F201F503>Ninki Gauge<hex:0249020103><hex:0248020103> by 40 upon successfully landing <hex:024804F201F403><hex:024904F201F503>Mug<hex:0249020103><hex:0248020103>."
168,"Upgrades <hex:024804F201F403><hex:024904F201F503>Venomous Bite<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>Windbite<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Caustic Bite<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>Stormbite<hex:0249020103><hex:0248020103> respectively."
169,"Guarantees the trigger of the additional effects for current <hex:024804F201FA03><hex:024904F201FB03>Mage's Ballad<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>Army's Paeon<hex:0249020103><hex:0248020103>, and the <hex:024804F201FA03><hex:024904F201FB03>Wanderer's Minuet<hex:0249020103><hex:0248020103> when <hex:024804F201F403><hex:024904F201F503>Empyreal Arrow<hex:0249020103><hex:0248020103> hits a target."
170,"<hex:024804F201F403><hex:024904F201F503>Split Shot<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Slug Shot<hex:0249020103><hex:0248020103>, and <hex:024804F201F403><hex:024904F201F503>Clean Shot<hex:0249020103><hex:0248020103> become <hex:024804F201FA03><hex:024904F201FB03>Heated<hex:0249020103><hex:0248020103> when your <hex:024804F201F403><hex:024904F201F503>Heat Gauge<hex:0249020103><hex:0248020103> is at 50 or higher."
171,"Upgrades <hex:024804F201F403><hex:024904F201F503>Thunder<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Thunder III<hex:0249020103><hex:0248020103>."
172,"Upgrades <hex:024804F201F403><hex:024904F201F503>Thunder II<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Thunder IV<hex:0249020103><hex:0248020103>."
173,"Reduces MP required to cast <hex:024804F201F403><hex:024904F201F503>Flare<hex:0249020103><hex:0248020103> by one-third while under the effect of <hex:024804F201FA03><hex:024904F201FB03>Umbral Heart<hex:0249020103><hex:0248020103>. Casting <hex:024804F201F403><hex:024904F201F503>Flare<hex:0249020103><hex:0248020103> completely removes the <hex:024804F201FA03><hex:024904F201FB03>Umbral Heart<hex:0249020103><hex:0248020103> status."
174,"Grants the effect of <hex:024804F201FA03><hex:024904F201FB03>Polyglot<hex:0249020103><hex:0248020103> upon maintaining <hex:024804F201FA03><hex:024904F201FB03>Enochian<hex:0249020103><hex:0248020103> for 30 seconds. Also improves <hex:024804F201FA03><hex:024904F201FB03>Enochian<hex:0249020103><hex:0248020103>'s magic damage increase to 10%."
175,"Upgrades <hex:024804F201F403><hex:024904F201F503>Bio<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Bio II<hex:0249020103><hex:0248020103>."
176,"Grants <hex:024804F201FA03><hex:024904F201FB03>Further Ruin<hex:0249020103><hex:0248020103> upon using <hex:024804F201F403><hex:024904F201F503>Egi Assault<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Maximum Stacks: <hex:0249020103><hex:0248020103>4<hex:02100103>The <hex:024804F201F403><hex:024904F201F503>Egi Assault<hex:0249020103><hex:0248020103> used must be an attack action."
177,"Upgrades <hex:024804F201F403><hex:024904F201F503>Bio II<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Bio III<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>Miasma<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Miasma III<hex:0249020103><hex:0248020103>."
178,"Upgrades <hex:024804F201F403><hex:024904F201F503>Dreadwyrm Trance<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Summon Bahamut<hex:0249020103><hex:0248020103>."
179,"Upgrades <hex:024804F201F403><hex:024904F201F503>Stone<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Stone II<hex:0249020103><hex:0248020103>."
180,"Upgrades <hex:024804F201F403><hex:024904F201F503>Aero<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Aero II<hex:0249020103><hex:0248020103>."
181,"Upgrades <hex:024804F201F403><hex:024904F201F503>Stone II<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Stone III<hex:0249020103><hex:0248020103>."
182,"Upgrades <hex:024804F201F403><hex:024904F201F503>Stone III<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Stone IV<hex:0249020103><hex:0248020103>."
183,"Grants a 20% chance that <hex:024804F201F403><hex:024904F201F503>Asylum<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>Assize<hex:0249020103><hex:0248020103> recast time is reduced by 5 seconds upon healing critical HP with <hex:024804F201F403><hex:024904F201F503>Cure<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>Cure II<hex:0249020103><hex:0248020103>."
184,"Upgrades <hex:024804F201F403><hex:024904F201F503>Broil<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Broil II<hex:0249020103><hex:0248020103> and increases the potency of <hex:024804F201F403><hex:024904F201F503>Ruin II<hex:0249020103><hex:0248020103> to 180."
185,"Reduces <hex:024804F201F403><hex:024904F201F503>Aetherflow<hex:0249020103><hex:0248020103> recast time by 5 seconds upon execution of an action that requires <hex:024804F201FA03><hex:024904F201FB03>Aetherflow<hex:0249020103><hex:0248020103>."
186,"Upgrades <hex:024804F201F403><hex:024904F201F503>Combust<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Combust II<hex:0249020103><hex:0248020103>."
187,"Upgrades <hex:024804F201F403><hex:024904F201F503>Malefic<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Malefic II<hex:0249020103><hex:0248020103>."
188,"Upgrades <hex:024804F201F403><hex:024904F201F503>Malefic II<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Malefic III<hex:0249020103><hex:0248020103>."
189,"Reduces <hex:024804F201F403><hex:024904F201F503>Lightspeed<hex:0249020103><hex:0248020103> recast time to 90 seconds."
190,"Automatically renders all out-of-reach items reachable. Only available on mineral deposits or rocky outcrops level 60 and below."
191,"Automatically renders all out-of-reach items reachable. Only available on mature trees or patches of lush vegetation level 60 and below."
192,"Raises base GP regeneration rate by one."
193,"Raises base GP regeneration rate by one."
194,"Raises base GP regeneration rate by one."
195,"Upgrades <hex:024804F201F403><hex:024904F201F503>Jolt<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Jolt II<hex:0249020103><hex:0248020103>. Also increases the potency of <hex:024804F201F403><hex:024904F201F503>Verthunder<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>Veraero<hex:0249020103><hex:0248020103> to 360, and the potency of <hex:024804F201F403><hex:024904F201F503>Verfire<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>Verstone<hex:0249020103><hex:0248020103> to 300."
196,"Adds a <hex:024804F201FA03><hex:024904F201FB03>Lily<hex:0249020103><hex:0248020103> to your <hex:024804F201F403><hex:024904F201F503>Healing Gauge<hex:0249020103><hex:0248020103> for every 20 seconds you are engaged in combat, up to a maximum of 3."
197,"Increases intelligence by 8."
198,"Increases intelligence by 16."
199,"Increases intelligence by 24."
200,"Increases base action damage and HP restoration by 10%."
201,"Increases base action damage and HP restoration by 30%."
202,"Increases strength by 8."
203,"Increases strength by 16."
204,"Increases strength by 24."
205,"Increases physical damage dealt via actions by 20%."
206,"Grants the effect of <hex:024804F201FA03><hex:024904F201FB03>Impactful<hex:0249020103><hex:0248020103> upon landing of <hex:024804F201F403><hex:024904F201F503>Jolt II<hex:0249020103><hex:0248020103>."
207,"Halves MP cost for all spells while preventing casting interruptions via damage taken. Grants the following effects after successfully completing a combo with <hex:024804F201F403><hex:024904F201F503>Royal Authority<hex:0249020103><hex:0248020103>:<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>Grants <hex:024804F201FA03><hex:024904F201FB03>Divine Might<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Divine Might Effect: <hex:0249020103><hex:0248020103>Allows next <hex:024804F201F403><hex:024904F201F503>Holy Spirit<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>Holy Circle<hex:0249020103><hex:0248020103> to be cast immediately with increased potency<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103>30s"
208,"Increases <hex:024804F201F403><hex:024904F201F503>Kenki Gauge<hex:0249020103><hex:0248020103> when landing all weaponskills excluding <hex:024804F201F403><hex:024904F201F503>Iaijutsu<hex:0249020103><hex:0248020103>."
209,"Increases <hex:024804F201F403><hex:024904F201F503>Oath Gauge<hex:0249020103><hex:0248020103> by 5 each time an auto-attack lands."
210,"Increases mind by 8."
211,"Increases mind by 16."
212,"Increases mind by 24."
213,"Reduces <hex:024804F201F403><hex:024904F201F503>Enkindle<hex:0249020103><hex:0248020103> recast time to 120 seconds."
214,"Upgrades <hex:024804F201F403><hex:024904F201F503>Ruin<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Broil<hex:0249020103><hex:0248020103> and increases the potency of <hex:024804F201F403><hex:024904F201F503>Ruin II<hex:0249020103><hex:0248020103> to 160, and <hex:024804F201F403><hex:024904F201F503>Art of War<hex:0249020103><hex:0248020103> to 165."
215,"Increases <hex:024804F201F403><hex:024904F201F503>Kenki Gauge<hex:0249020103><hex:0248020103> when landing select weaponskills or when taking damage while under the effect of <hex:024804F201FA03><hex:024904F201FB03>Third Eye<hex:0249020103><hex:0248020103>."
216,"Grants the effect of <hex:024804F201FA03><hex:024904F201FB03>Dualcast<hex:0249020103><hex:0248020103> upon casting any spell with a cast time. While under the effect of <hex:024804F201FA03><hex:024904F201FB03>Dualcast<hex:0249020103><hex:0248020103>, your next spell will require no time to cast. Effect is canceled upon execution of any action other than an ability. Auto-attacks do not cancel effect.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103>15s"
217,"Upgrades <hex:024804F201F403><hex:024904F201F503>Ruin<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Ruin II<hex:0249020103><hex:0248020103>."
218,"Upgrades <hex:024804F201F403><hex:024904F201F503>Berserk<hex:0249020103><hex:0248020103> to <hex:024804F201F403><hex:024904F201F503>Inner Release<hex:0249020103><hex:0248020103>."
219,"Infrequently grants the ability to discern the secrets of enemy actions wielded in battle and make them your own."
220,"Increases base action damage and HP restoration by 10%."
221,"Increases base action damage and HP restoration by 20%."
222,"Increases base action damage and HP restoration by 30%."
223,"Increases base action damage and HP restoration by 40%."
224,"Increases base action damage and HP restoration by 50%."
225,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 74."
226,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 77."
227,"Increases the range of enemies avoidable when using <hex:024804F201F403><hex:024904F201F503>Stealth<hex:0249020103><hex:0248020103> to level 80."
